census_id,name,address,city,county,cad_account,units,year_built,sponsor,private_partner_owner,species,statute,tier,traveling,in_target_set,appraised_value,exemption_status,first_exempt_year,kill_regime,kill_date,captured_9_1_2025,recent_capital_event,litigation,confidence,gaps_n,kill_basis
TX-37-1173,VILLAGE ON THE GREEN,5301 ALPHA RD,Dallas,Dallas,00C79640000000100,202,2005,Pecos Housing Finance Corporation,S2 Capital,HFC,Ch.394,1,yes,True,39200000.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-696,Melville Apartments,11160 & 11201 E LAKE HIGHLANDS DR,Dallas,Dallas,00000737176000000,356,1979,Pecos Housing Finance Corporation,S2 Capital,HFC,Ch.394,1,yes,True,40000000.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,cross-validated,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-803,WESTWOOD APTS,3315 W PENTAGON PKWY,Dallas,Dallas,00000660352500000,187,1969,Pecos Housing Finance Corporation,Sahara Equity,HFC,Ch.394,1,yes,True,25071420.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-1111,PRESTON GREENS,5990 ARAPAHO RD,Dallas,Dallas,00000799898000000,257,1980,Pecos Housing Finance Corporation,S2 Capital,HFC,Ch.394,1,yes,True,47204360.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-1320,THE HOLDEN,2500 GUERRERO DR,Carrollton,Dallas,14107320000010000,320,1981,Pecos Housing Finance Corporation,S2 Capital,HFC,Ch.394,1,yes,True,44400000.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,cross-validated,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-1438,THE HUXLEY,1802 APOLLO RD,Garland,Dallas,26578520010010000,236,1983,Pecos Housing Finance Corporation,S2 Capital,HFC,Ch.394,1,yes,True,30000000.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-43-1495,RANCHO MIRAGE,1200 HIDDEN RIDGE DR,Irving,Dallas,32023410000020000,310,1990,Pecos Housing Finance Corporation,TruAmerica Multifamily,HFC,Ch.394,1,yes,True,65086730.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-43-1702,THE RALEIGH,2305 DRIFTWOOD DR,Mesquite,Dallas,382160000A03A0000,264,1984,Pecos Housing Finance Corporation,S2 Capital,HFC,Ch.394,1,yes,True,40680000.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-680,HOLBROOK,9760 SCYENE RD,Dallas,Dallas,00675500020010000,232,1984,Pecos Housing Finance Corporation,Ashland Greene Capital,HFC,Ch.394,1,yes,True,26295380.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-43-613,TIDES OF LAWLER EAST,13030 AUDELIA RD,Dallas,Dallas,008432000C0010000,220,1981,Pecos Housing Finance Corporation,Tides Equities,HFC,Ch.394,1,yes,True,27000000.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-43-1625,WYTHE APTS (2018 RENO),1814 ESTRADA PKWY,Irving,Dallas,325355400A0010000,248,1985,Pecos Housing Finance Corporation,Ashland Greene Capital,HFC,Ch.394,1,yes,True,29850000.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-1153309,,,Rowlett,Dallas,,,2026,Pecos Housing Finance Corporation,JPI,HFC,Ch.394,1,yes,True,,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,seed,1,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-43-1153801,JEFFERSON VINE,1225 IH 20,Grand Prairie,Dallas,28103730010020000,380,2021,Pecos Housing Finance Corporation,JPI,HFC,Ch.394,1,yes,True,76000000.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-43-1479,JEFFERSON PROMENADE II,515 PROMENADE PKWY,Irving,Dallas,322422200A0020000,433,2020,Pecos Housing Finance Corporation,JPI,HFC,Ch.394,1,yes,True,101520700.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-43-1324461,MARIPOSA VILLA APTS HOMES,1531 DUNCANVILLE RD,Dallas,Dallas,00767100130010000,216,2003,Pecos Housing Finance Corporation,,HFC,Ch.394,1,yes,True,39000000.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-1092,THE ABBOTT,4599 W DAVIS ST,Dallas,Dallas,007209000A0040000,332,2003,Pecos Housing Finance Corporation,,HFC,Ch.394,1,yes,True,53500000.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-1094,THE EVERLY,9350 SKILLMAN ST,Dallas,Dallas,0080700A000010100,420,1983,Pecos Housing Finance Corporation,,HFC,Ch.394,1,yes,True,51234870.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-4261,BARRETT APARTMENT HOMES,238 E OATES RD,Garland,Dallas,26381700010010000,200,1981,Pecos Housing Finance Corporation,Ashland Greene Capital,HFC,Ch.394,1,yes,True,28500000.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-43-1043,ARBORSTONE II   CORAL CREEK APTS,6500 S COCKRELL HILL RD,Dallas,Dallas,006938000A01A0000,536,1985,Pecos Housing Finance Corporation,Sahara Equity,HFC,Ch.394,1,yes,True,75000000.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-43-1071,KADE,3301 HUDNALL ST,Dallas,Dallas,005703004A0010000,348,2014,Pecos Housing Finance Corporation,Knightvest Residential,HFC,Ch.394,1,yes,True,64000000.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-43-3479,THE ABIGAIL,821 S POLK ST,Desoto,Dallas,200547500A0020000,198,2007,Pecos Housing Finance Corporation,WindMass Capital,HFC,Ch.394,1,yes,True,38000000.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-1112,THE EVERLY,9340 SKILLMAN ST,Dallas,Dallas,0080700A000010000,354,1983,Pecos Housing Finance Corporation,WindMass Capital,HFC,Ch.394,1,yes,True,43439470.0,,,HB21 §13(i),2027-01-01,True,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-881,,,Dallas,Dallas,,,,Pleasanton Housing Finance Corporation,,HFC,Ch.394,1,yes,True,,,,HB21 §13(i),2027-01-01,True,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,seed,1,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-43-1225449,SPRINGS AT GRAND PRAIRIE,2136 SARA JANE PKY,Grand Prairie,Dallas,220334900A0010000,276,2021,Pleasanton Housing Finance Corporation,Continental Properties,HFC,Ch.394,1,yes,True,54898400.0,,,HB21 §13(i),2027-01-01,True,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-1385,EQUINOX ON THE PARK,6200 N SHILOH RD,Garland,Dallas,26174700010010000,338,1999,Pleasanton Housing Finance Corporation,Cypress Equity Investments,HFC,Ch.394,1,yes,True,64000000.0,,,HB21 §13(i),2027-01-01,True,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-43-1468,BELMONT,1920 W TARRANT RD,Grand Prairie,Dallas,282175200A0010000,260,1983,Pleasanton Housing Finance Corporation,L5 Odyssey,HFC,Ch.394,1,yes,True,44720000.0,,,HB21 §13(i),2027-01-01,True,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-750,RIVIERIA,11700 AUDELIA RD,Dallas,Dallas,00000787230000000,247,1980,Pleasanton Housing Finance Corporation,Polaris Real Estate Partners,HFC,Ch.394,1,yes,True,20750000.0,,,HB21 §13(i),2027-01-01,True,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-1104,MARQUIS AT PARK CENTRAL,7900 CHURCHILL WAY,Dallas,Dallas,007731000A0020000,308,1998,Pleasanton Housing Finance Corporation,Hilltop Residential,HFC,Ch.394,1,yes,True,76010140.0,,,HB21 §13(i),2027-01-01,True,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-1153,WINDHDAM CREST,9600 LBJ FWY,Dallas,Dallas,008097000A01B0000,196,1979,Pleasanton Housing Finance Corporation,Polaris Real Estate Partners,HFC,Ch.394,1,yes,True,25082420.0,,,HB21 §13(i),2027-01-01,True,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-43-3712,FOREST HILLS APTS,9659 FOREST LN,Dallas,Dallas,008421000702A0000,216,1984,Pleasanton Housing Finance Corporation,Polaris Real Estate Partners,HFC,Ch.394,1,yes,True,21500000.0,,,HB21 §13(i),2027-01-01,True,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-37-1358481,PRESIDIUM VALLEY VIEW,4040 VALLEY VIEW LN,Farmers Branch,Dallas,241475800A0010000,338,2023,Pleasanton Housing Finance Corporation,Presidium,HFC,Ch.394,1,yes,True,43500000.0,,,HB21 §13(i),2027-01-01,True,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-43-518,BELLA VIDA,7651 C F HAWN FWY,Dallas,Dallas,00000557891000000,256,1970,Texas Essential Housing Public Facility Corporation,Nitya Capital,PFC,Ch.303,2,yes,True,26400000.0,,,HB2071 grandfather (Ch.303 PFC -- HB21's 1/1/2027 cliff is HFC-only and does not reach PFCs),,,,TEHPFC v. Williamson CAD 24-0022-C395 & 24-1698-C395; AG KP-0437; SB 2434 (dissolution) died 88R,single-source,3,"No statutory cliff for Ch.303 PFCs. Event-driven: 99-yr ground-lease term, capital event (sale/refi/majority transfer), §303.0426 audit failure, or CAD/AG challenge (cf. AG KP-0437, Williamson CAD suits)."
TX-43-554,HIGHLAND ROAD VILLAGE,4355 WYOMING ST,Dallas,Dallas,00000660886500000,172,1968,Texas Essential Housing Public Facility Corporation,Nitya Capital,PFC,Ch.303,2,yes,True,21451950.0,,,HB2071 grandfather (Ch.303 PFC -- HB21's 1/1/2027 cliff is HFC-only and does not reach PFCs),,,,TEHPFC v. Williamson CAD 24-0022-C395 & 24-1698-C395; AG KP-0437; SB 2434 (dissolution) died 88R,single-source,3,"No statutory cliff for Ch.303 PFCs. Event-driven: 99-yr ground-lease term, capital event (sale/refi/majority transfer), §303.0426 audit failure, or CAD/AG challenge (cf. AG KP-0437, Williamson CAD suits)."
TX-43-616,WESTERN PARK,2704 S COCKRELL HILL RD,Dallas,Dallas,00000660886000000,160,1965,Texas Essential Housing Public Facility Corporation,Nitya Capital,PFC,Ch.303,2,yes,True,19121620.0,,,HB2071 grandfather (Ch.303 PFC -- HB21's 1/1/2027 cliff is HFC-only and does not reach PFCs),,,,TEHPFC v. Williamson CAD 24-0022-C395 & 24-1698-C395; AG KP-0437; SB 2434 (dissolution) died 88R,single-source,3,"No statutory cliff for Ch.303 PFCs. Event-driven: 99-yr ground-lease term, capital event (sale/refi/majority transfer), §303.0426 audit failure, or CAD/AG challenge (cf. AG KP-0437, Williamson CAD suits)."
TX-43-1018,THE MUSE,3035 W PENTAGON PKWY,Dallas,Dallas,00000513763000000,804,1969,Texas Essential Housing Public Facility Corporation,Nitya Capital,PFC,Ch.303,2,yes,True,78801260.0,,,HB2071 grandfather (Ch.303 PFC -- HB21's 1/1/2027 cliff is HFC-only and does not reach PFCs),,,,TEHPFC v. Williamson CAD 24-0022-C395 & 24-1698-C395; AG KP-0437; SB 2434 (dissolution) died 88R,single-source,4,"No statutory cliff for Ch.303 PFCs. Event-driven: 99-yr ground-lease term, capital event (sale/refi/majority transfer), §303.0426 audit failure, or CAD/AG challenge (cf. AG KP-0437, Williamson CAD suits)."
TX-NEW-DALLAS-1,ESTRELLA  AT KIEST (ALL BILLS),4542 W KIEST BLVD,Dallas,Dallas,00000657048000100,232,1968,Cameron County Housing Finance Corporation,ZNE Capital and LeavenWealth,HFC,Ch.394,1,yes,True,20533930.0,,,HB21 §13(i),2027-01-01,True,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-2,SPHINX AT FIJI LOFTS,229 AVE A,Dallas,Dallas,00000335533000000,32,2022,Cameron County Housing Finance Corporation,Sphinx Development Corporation,HFC,Ch.394,1,yes,True,6755030.0,,,HB21 §13(i),2027-01-01,True,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-3,SPHINX AT FIJI LOFTS,215 S CORINTH ST RD,Dallas,Dallas,00000335536000000,32,2022,Cameron County Housing Finance Corporation,Sphinx Development Corporation,HFC,Ch.394,1,yes,True,6741050.0,,,HB21 §13(i),2027-01-01,True,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-4,SPHINX AT FIJI LOFTS,331 AVE A,Dallas,Dallas,00000335560000000,30,2022,Cameron County Housing Finance Corporation,Sphinx Development Corporation,HFC,Ch.394,1,yes,True,6736940.0,,,HB21 §13(i),2027-01-01,True,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-5,SPHINX AT FIJI LOFTS,1581 AVE B,Dallas,Dallas,00000335548000000,30,2022,Cameron County Housing Finance Corporation,Sphinx Development Corporation,HFC,Ch.394,1,yes,True,6726590.0,,,HB21 §13(i),2027-01-01,True,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-6,LAKE JUNE VILLAGE,1220 N MASTERS DR,Dallas,Dallas,00000624321000000,100,1975,Cameron County Housing Finance Corporation,,HFC,Ch.394,1,yes,True,3585000.0,,,HB21 §13(i),2027-01-01,True,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-7,SPHINX AT FUJI LOFTS,303 AVE A,Dallas,Dallas,00000335581000000,312,2022,Cameron County Housing Finance Corporation,Sphinx Development Corporation,HFC,Ch.394,1,yes,True,3388990.0,,,HB21 §13(i),2027-01-01,True,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-8,SPHINX AT FIJI LOFTS,201 S CORINTH ST RD,Dallas,Dallas,00000335539000000,16,2022,Cameron County Housing Finance Corporation,Sphinx Development Corporation,HFC,Ch.394,1,yes,True,3385300.0,,,HB21 §13(i),2027-01-01,True,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-9,SPHINX AT FIJI LOFTS,307 AVE A,Dallas,Dallas,00000335578000000,16,2022,Cameron County Housing Finance Corporation,Sphinx Development Corporation,HFC,Ch.394,1,yes,True,3378330.0,,,HB21 §13(i),2027-01-01,True,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-10,SPHINX AT FIJI LOFTS,327 AVE A,Dallas,Dallas,00000335563000000,16,2022,Cameron County Housing Finance Corporation,Sphinx Development Corporation,HFC,Ch.394,1,yes,True,3372160.0,,,HB21 §13(i),2027-01-01,True,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-11,SPHINX AT FIJI LOFTS,323 AVE A,Dallas,Dallas,00000335566000000,16,2022,Cameron County Housing Finance Corporation,Sphinx Development Corporation,HFC,Ch.394,1,yes,True,3371880.0,,,HB21 §13(i),2027-01-01,True,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-12,AVA WEST I,9750 ROYAL LN,Dallas,Dallas,00000791118050000,272,1978,Edcouch Community Housing Finance Corporation,Pennybacker Capital,HFC,Ch.394,1,yes,True,25000000.0,,,HB21 §13(i),2027-01-01,True,,Bexar AD suit; TWHC coalition,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-13,AVA NORTH,8401 SKILLMAN ST,Dallas,Dallas,00000791118080000,248,1978,Edcouch Community Housing Finance Corporation,Pennybacker Capital,HFC,Ch.394,1,yes,True,22000000.0,,,HB21 §13(i),2027-01-01,True,,Bexar AD suit; TWHC coalition,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-14,AVA WEST II,8201 FAIR OAKS CROSSING,Dallas,Dallas,00000791118060000,200,1979,Edcouch Community Housing Finance Corporation,Pennybacker Capital,HFC,Ch.394,1,yes,True,20000000.0,,,HB21 §13(i),2027-01-01,True,,Bexar AD suit; TWHC coalition,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-15,AVA APARTMENTS,8303 SKILLMAN ST,Dallas,Dallas,008107000C0010000,160,1978,Edcouch Community Housing Finance Corporation,Pennybacker Capital,HFC,Ch.394,1,yes,True,18000000.0,,,HB21 §13(i),2027-01-01,True,,Bexar AD suit; TWHC coalition,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-16,LANDMARK AT LAKE VILLAGE EAST - 57 UNITS,1325 E IH 30,Garland,Dallas,26595600010010000,57,1983,Edcouch Community Housing Finance Corporation,Tides Equities,HFC,Ch.394,1,yes,True,7302600.0,,,HB21 §13(i),2027-01-01,True,,Bexar AD suit; TWHC coalition,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-17,LANDMARK AT LAKE VILLAGE EAST - 54 UNITS,4350 POINT BLVD,Garland,Dallas,26178690010030100,54,1983,Edcouch Community Housing Finance Corporation,Tides Equities,HFC,Ch.394,1,yes,True,6604800.0,,,HB21 §13(i),2027-01-01,True,,Bexar AD suit; TWHC coalition,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-18,LANDMARK AT LAKE VILLAGE EAST - 28 UNITS,5513 LAKE HUBBARD PKWY,Garland,Dallas,26178580030010100,28,1983,Edcouch Community Housing Finance Corporation,Tides Equities,HFC,Ch.394,1,yes,True,3776670.0,,,HB21 §13(i),2027-01-01,True,,Bexar AD suit; TWHC coalition,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
TX-NEW-DALLAS-19,LANDMARK AT LAKE VILLAGE EAST - 28 UNITS,6125 MARVIN LOVING DR,Garland,Dallas,26178650020010000,28,1983,Edcouch Community Housing Finance Corporation,Tides Equities,HFC,Ch.394,1,yes,True,3744420.0,,,HB21 §13(i),2027-01-01,True,,Bexar AD suit; TWHC coalition,single-source,3,HB21 §13(i) statutory cliff; no evidence in DCAD of an intervening post-5/28/2025 capital event for this specific parcel.
